Index,Temperature_C,Humidity_Percent,Fire_Intensity_Percent,Target_Output,RNN_Prediction,RNN_Error,Dataset
20,32.29829919634479,79.28912783992224,84.54754509235012,67.9696661723162,63.62091280253255,4.348753369783644,Train
21,29.006671227117593,75.72780109692519,86.0576993363296,64.34727024571883,63.65270350259938,0.6945667431194522,Train
22,29.684192561439342,77.10214730158084,91.02084797003072,66.64094447295736,63.73741133862098,2.903533134336378,Train
23,26.79022787312846,83.32640566591476,80.9621901873038,66.81018841875134,63.926774573811244,2.883413844940094,Train
24,28.64120832595343,81.80472476440343,74.7275151058264,61.8627652355999,64.09778107632233,-2.2350158407224328,Train
25,30.041715639836248,77.65172798758549,88.1374917574418,66.1259326390346,64.13488577197491,1.9910468670596941,Train
26,27.60741292278647,76.1756343970748,95.18871706695977,67.49951664567885,64.23614705402153,3.263369591657323,Train
27,30.749944497256774,76.13883466935924,93.51470353758117,68.1841469994801,64.41639280970608,3.767754189774024,Train
28,28.88602412362182,77.33470583667967,89.95709404571916,66.07701109228329,64.66393017599663,1.4130809162866598,Train
29,29.592257663520183,72.1395249847064,87.69837540601534,64.07744092644906,64.90657068628667,-0.8291297598376133,Train
30,29.06015223661808,74.14790865498571,93.42644064789762,63.916813973935994,65.10251747232208,-1.1857034983860828,Train
31,34.055604854944846,69.62485200589555,86.82301080832599,63.45527708900562,65.26697928792454,-1.8117021989189226,Train
32,30.411085945927113,75.53731572547132,93.12774441057702,67.73008410969423,65.36243688878537,2.3676472209088644,Train
33,28.409225560718056,75.98879851439405,93.73484970392508,66.05644795089589,65.4469270867625,0.6095208641333869,Train
34,32.25582568249693,72.3037841249978,96.429676760208,67.5861486044002,65.62396009036205,1.9621885140381465,Train
35,28.254644792851217,78.180051595339,100.0,70.19528657679366,65.74606539702461,4.449221179769054,Train
36,31.199149768436293,69.48420380413012,94.66461609338442,65.2102620793405,65.98416400860094,-0.7739019292604468,Train
37,26.946653603743915,68.47049426316087,91.4887386914178,63.08927916480943,66.16638664318941,-3.077107478379979,Train
38,28.29366043269272,73.23784822632997,93.83593750491438,64.97128610652952,66.22407627054785,-1.2527901640183359,Train
39,31.427247789860882,75.40546463164839,87.25929405507236,65.56153712644328,66.23669409526875,-0.675156968825462,Train
40,32.59339216350618,77.01448035713027,91.93756005084948,68.77529397674803,66.14518507035756,2.6301089063904755,Train
41,31.541557026626,70.28347036022441,93.4432903387382,65.76581531466746,66.07768877635257,-0.31187346168511,Train
42,31.049300103658453,74.59253769799503,93.33101744915552,66.56457907547828,66.03087846028839,0.5337006151898862,Train
43,30.759567285627515,70.93633606327302,96.36644607174165,66.73655483681074,65.99057137626724,0.7459834605434992,Train
44,28.48529766400005,70.22838827278116,92.77947864199311,65.18539799154703,65.91328914304853,-0.7278911515014954,Train
45,30.082596407490954,73.09074946571177,100.0,66.21113742995452,65.81801549815387,0.3931219318006498,Train
46,30.68031402428263,72.08937704588892,96.64081888098403,68.19116475489147,65.83611313792296,2.3550516169685096,Train
47,33.794493774400145,65.09505860696123,96.86108684154463,64.89844288888685,65.86652805463727,-0.9680851657504235,Train
48,32.44548222484723,73.94491946584023,95.82667735253993,68.48510559279246,65.87430084193967,2.610804750852793,Train
49,28.30948788552731,73.34592137173148,97.98048379480828,68.42260697643849,65.89418881371742,2.528418162721067,Train
50,32.56037267779563,67.01864264670516,100.0,65.2038951647903,65.99064651321116,-0.7867513484208644,Train
51,31.217978587099317,69.77180844354154,94.27798118045305,64.84807030525478,66.04974560600044,-1.2016753007456629,Train
52,30.70952740684471,69.75498834238067,95.27906127063288,65.41002324431985,66.12253516815835,-0.7125119238385054,Train
53,33.361230192053355,68.74290115761076,96.84256331071091,65.77454499274916,66.08187053592127,-0.30732554317211225,Train
54,34.273649024709215,65.99747798144915,92.80072238375942,66.25623919095706,66.0201960596058,0.2360431313512663,Train
55,34.147237068880735,65.32061787232249,95.01460689008508,64.02002824279194,65.94415488142639,-1.9241266386344478,Train
56,30.678511565835176,66.9455507569889,96.47478760829196,64.36866327554684,65.76595855066057,-1.3972952751137342,Train
57,31.810023137816486,70.22680505108514,100.0,67.83811799338197,65.69605010166273,2.142067891719236,Train
58,33.161696211674915,68.02555312942152,99.54747045554883,65.82082172585964,65.66565850331034,0.15516322254930515,Train
59,34.52019005446481,64.96882365294566,99.30097927649028,65.73819954870852,65.60483903359813,0.1333605151103967,Train
60,31.67987970293777,68.08150577311567,100.0,67.05401948137778,65.53864338600175,1.515376095376027,Train
61,32.33522559272779,56.906403503869925,97.9769291933545,61.52334743299014,65.48722380706727,-3.963876374077124,Train
62,30.56136514509307,68.58387866749867,100.0,66.50857415162744,65.40324402212298,1.1053301295044662,Train
63,30.448278892571352,59.60396866142991,98.03450683792187,61.857091071271554,65.3008012764064,-3.443710205134849,Train
64,34.53155578672279,63.42134359386772,99.43975885530072,64.04546152097338,65.15870176987295,-1.1132402488995723,Train
65,35.68394074055806,60.835290897185466,95.9584905931883,64.14843897033734,65.00004363545628,-0.8516046651189413,Train
66,32.891531244081875,59.99601780100356,88.42579925128314,62.148539340658175,64.75962614233472,-2.6110868016765494,Train
67,35.10583220824444,67.04848144279002,97.51585954827463,66.62430173485518,64.41304273837873,2.2112589964764453,Train
68,33.88436750680126,61.84906322782416,100.0,65.13019966041759,64.23420126626684,0.8959983941507517,Train
69,31.932289248576208,63.978120784004204,100.0,65.8636578432914,63.98341746581296,1.8802403774784437,Train
